ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_color)","Attribute Value (pa_color)","Attribute In Variations (pa_color)","Attribute Is Visible (pa_color)","Attribute Is Taxonomy (pa_color)","Attribute Name (pa_quality)","Attribute Value (pa_quality)","Attribute In Variations (pa_quality)","Attribute Is Visible (pa_quality)","Attribute Is Taxonomy (pa_quality)","Attribute Name (pa_size)","Attribute Value (pa_size)","Attribute In Variations (pa_size)","Attribute Is Visible (pa_size)","Attribute Is Taxonomy (pa_size)","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product Type",Tags,"Product categories","Product tags","Product Visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating"
10761,"Cloth Brush with Plastic handle",,,2020-01-01,product,https://fixit.com.bd/product/cloth-brush-with-plastic-handle/,0,26-3464,57,60,57,instock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-3464A.jpg,"Cloth Brush with Plastic handle",,26-3464A,26-3464A,https://fixit.com.bd/wp-content/uploads/2020/01/26-3464A.jpg,,,simple,,"Cleaning>Cleaning Tools and Supplies>Cloth Brushes",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,cloth-brush-with-plastic-handle,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10762,"Disposable Bamboo Stick for BBQ 3052 for great Shashliks & Kebabs","<strong>EXTRA LONG FOR SAFE ROASTING :</strong>

Sticks allows for a safe distance from the fire while roasting your food perfectly.

&nbsp;

<strong>ECO-FRIENDLY :</strong>

Made from 100% bamboo,

Bamboo Stick are fully biodegradable and environmentally responsible.

&nbsp;

<strong>MULTIPURPOSE ROASTING STICKS :</strong>

Wooden skewers are also perfect for marshmallows, sausages,

Shush kebabs, hot dogs, appetizers, grilling meats.

&nbsp;

&nbsp;",,2020-01-01,product,https://fixit.com.bd/product/disposable-bamboo-stick-for-bbq-3052-for-great-shashliks-kebabs/,0,26-3960,57,60,57,instock,,,11,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-3960A.jpg,"Disposable Bamboo Stick for BBQ 3052 for great Shashliks & Kebabs",,26-3960A,26-3960A,https://fixit.com.bd/wp-content/uploads/2020/01/26-3960A.jpg,,China,simple,,"Kitchen>Small Appliances>Barbecue Accessories",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,disposable-bamboo-stick-for-bbq-3052-for-great-shashliks-kebabs,,default,0,0,closed,closed,2020-01-16,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10763,"Auto Closer 2.75 Inch Conceal Hinge HMBR brand","<strong>ALL METAL Cabinet hinge:</strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">HMBR brand Conceal Hinge Constructed by RUSTPROOF stainless steel</span></li>
 	<li><span class=""a-list-item"">Ideal for use in Dry and Wet environment,</span></li>
 	<li><span class=""a-list-item"">Never crack!</span></li>
</ul>
&nbsp;

<strong>Size:2.75 Inch </strong>

&nbsp;

<strong>SOFT CLOSE and OPEN:</strong>

Hydraulic buffer insert for auto slowing down and a super quiet closing

&nbsp;

&nbsp;

<strong>Spring Connector;</strong>

High Tenacity Construction, ensuring quality and longevity.",,2020-01-01,product,https://fixit.com.bd/product/auto-closer-2-75-inch-conceal-hinge-hmbr-brand/,0,25-052,57,59,57,instock,,,5,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/25-052A.jpg,"Auto Closer 2.75 Inch Conceal Hinge HMBR brand",,25-052A,25-052A,https://fixit.com.bd/wp-content/uploads/2020/01/25-052A.jpg,,HMBR,simple,,"Tools and Hardware>Cabinet and Furniture Hardware>Hinges",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,auto-closer-2-75-inch-conceal-hinge-hmbr-brand,,default,0,0,closed,closed,2020-01-15,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10764,"200  ml Liquid Savlon Antiseptic Handwash ACI Brand",,,2020-01-01,product,https://fixit.com.bd/?post_type=product&p=10764,0,26-381,43,43,,outofstock,,,89,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-381a.jpg,"200  ml Liquid Savlon Antiseptic Handwash ACI Brand",,26-381a,26-381a,https://fixit.com.bd/wp-content/uploads/2020/01/26-381a.jpg,,,simple,outofstock,"Cleaning>Personal Care>Hand Soaps and Sanitizers",,outofstock,draft,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,200-ml-liquid-savlon-antiseptic-handwash-aci-brand,,default,0,0,closed,closed,2020-07-06,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,4.2.2,,0,0,0
10765,"Blue Plastic Fabric Filter Dust Mask HMBR Brand","Replaceable filter plastic dust mask

1. <strong>Shell material:</strong> plastic

2. <strong>Filter:</strong>non-woven

3. Replaceable type

&nbsp;

&nbsp;",,2020-01-28,product,https://fixit.com.bd/product/blue-plastic-fabric-filter-dust-mask-hmbr-brand/,0,27-0115,70,70,,outofstock,,,21,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/27-011.jpg,"Blue Plastic Fabric Filter Dust Mask HMBR Brand",,27-011,27-011,https://fixit.com.bd/wp-content/uploads/2020/01/27-011.jpg,,,simple,outofstock,"Tools and Hardware>Safety and Security>Respiratory Masks",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,blue-plastic-fabric-filter-dust-mask-hmbr-brand,,default,0,0,closed,closed,2020-03-09,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10766,"11mm Stainless Steel Bi-Hex ring & open Jaw dual Wrench Feibao Brand",,,2020-01-01,product,https://fixit.com.bd/product/11mm-stainless-steel-bi-hex-ring-open-jaw-dual-wrench-feibao-brand/,0,04-600,62,65,62,instock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/04-600A.jpg,"11mm Stainless Steel Bi-Hex ring & open Jaw dual Wrench Feibao Brand",,04-600A,04-600A,https://fixit.com.bd/wp-content/uploads/2020/01/04-600A.jpg,,,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,11mm-stainless-steel-bi-hex-ring-open-jaw-dual-wrench-feibao-brand,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10767,"5m Blue & White Heavy Duty Nylon Rope HMBR Brand",,,2020-01-01,product,https://fixit.com.bd/product/5m-blue-white-heavy-duty-nylon-rope-hmbr-brand/,0,33-108,64,67,64,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/33-108-web.jpg,"5m Blue & White Heavy Duty Nylon Rope HMBR Brand",,33-108-web,33-108-web,https://fixit.com.bd/wp-content/uploads/2020/01/33-108-web.jpg,,,simple,,"Tools and Hardware>Chain and Rope>Rope",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,5m-blue-white-heavy-duty-nylon-rope-hmbr-brand,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10768,"64mm Antique Brass Color Metal Furniture Handle",,,2020-01-01,product,https://fixit.com.bd/product/64mm-antique-brass-color-metal-furniture-handle/,0,05-923,66,69,66,instock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/05-923A.jpg,"64mm Antique Brass Color Metal Furniture Handle",,05-923A,05-923A,https://fixit.com.bd/wp-content/uploads/2020/01/05-923A.jpg,,,simple,,"Tools and Hardware>Cabinet and Furniture Hardware>Pulls",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,64mm-antique-brass-color-metal-furniture-handle,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10769,"12mm Stainless Steel Bi-Hex ring & open Jaw dual Wrench Feibao Brand",,,2020-01-01,product,https://fixit.com.bd/product/12mm-stainless-steel-bi-hex-ring-open-jaw-dual-wrench-feibao-brand/,0,04-601,67,70,67,instock,,,3,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/04-601A.jpg,"12mm Stainless Steel Bi-Hex ring & open Jaw dual Wrench Feibao Brand",,04-601A,04-601A,https://fixit.com.bd/wp-content/uploads/2020/01/04-601A.jpg,,,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,12mm-stainless-steel-bi-hex-ring-open-jaw-dual-wrench-feibao-brand,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10770,"2 Inch Black and Red Color Stainless Steel Fancy Nail Cutter Rimei Brand",,,2020-01-01,product,https://fixit.com.bd/product/2-inch-black-and-red-color-stainless-steel-fancy-nail-cutter-rimei-brand/,0,26-3230,67,70,67,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-3230A.jpg,"2 Inch Black and Red Color Stainless Steel Fancy Nail Cutter Rimei Brand",,26-3230A,26-3230A,https://fixit.com.bd/wp-content/uploads/2020/01/26-3230A.jpg,,,simple,,"Cleaning>Personal Care>Nail Care",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,2-inch-black-and-red-color-stainless-steel-fancy-nail-cutter-rimei-brand,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10771,"Small Steel Nail Cutter Milk 1106 comes with Pink plastic keyring case",,,2020-01-01,product,https://fixit.com.bd/product/small-steel-nail-cutter-milk-1106-comes-with-pink-plastic-keyring-case/,0,26-3953,67,70,67,outofstock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-3953A.jpg,"Small Steel Nail Cutter Milk 1106 comes with Pink plastic keyring case",,26-3953A,26-3953A,https://fixit.com.bd/wp-content/uploads/2020/01/26-3953A.jpg,,,simple,outofstock,"Cleaning>Personal Care>Nail Care",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,small-steel-nail-cutter-milk-1106-comes-with-pink-plastic-keyring-case,,default,0,0,closed,closed,2020-06-03,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10772,"13g 4 Minute 3 Ton Standard Araldite Epoxy Glue use for PlasticRubber CeramicWoodGlassMetal Concrete","Extra-strong, waterproof adhesive;

Solvent-free 2-component epoxy

&nbsp;

<strong>MULTI-USE APPLICATION: </strong>

Indoor or outdoor epoxy glue for metal,

Wood, ceramics, glass, dry concrete, chipboard,

Leather, cardboard, fabric, rubber and most plastics.

&nbsp;

&nbsp;

<strong>STRONG AND DURABLE:</strong>

Provides a strong bond that sets clear

Can be sanded and painted after bonding or repair; water, oil, chemical

And impact resistant; high temperature resistance.",,2020-01-01,product,https://fixit.com.bd/product/13g-4-minute-3-ton-standard-araldite-epoxy-glue-use-for-plasticrubber-ceramicwoodglassmetal-concrete/,0,21-036,62,70,62,instock,,,30,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/21-036A.jpg,"13g 4 Minute 3 Ton Standard Araldite Epoxy Glue use for PlasticRubber CeramicWoodGlassMetal Concrete",,21-036A,21-036A,https://fixit.com.bd/wp-content/uploads/2020/01/21-036A.jpg,,,simple,,"Paint>Duct Tape Glues and Epoxy",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,13g-4-minute-3-ton-standard-araldite-epoxy-glue-use-for-plasticrubber-ceramicwoodglassmetal-concrete,,default,0,0,closed,closed,2020-05-19,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10773,"12 Pcs Multi Color Plastic Cloth Clip",,,2020-01-01,product,https://fixit.com.bd/product/12-pcs-multi-color-plastic-cloth-clip/,0,26-2775,69,73,69,outofstock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-2775A.jpg,"12 Pcs Multi Color Plastic Cloth Clip",,26-2775A,26-2775A,https://fixit.com.bd/wp-content/uploads/2020/01/26-2775A.jpg,,,simple,outofstock,"Storage and Organization>Garages and Outdoor Storage>Canopy Accessories",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,12-pcs-multi-color-plastic-cloth-clip,,default,0,0,closed,closed,2020-06-07,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10774,"14 Pcs Multi Color Plastic Cloth Clip",,,2020-01-01,product,https://fixit.com.bd/product/14-pcs-multi-color-plastic-cloth-clip-2/,0,26-2776,69,73,69,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-2776A.jpg,"14 Pcs Multi Color Plastic Cloth Clip",,26-2776A,26-2776A,https://fixit.com.bd/wp-content/uploads/2020/01/26-2776A.jpg,,,simple,,"Storage and Organization>Garages and Outdoor Storage>Canopy Accessories",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,14-pcs-multi-color-plastic-cloth-clip-2,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10775,"10 Meter Black Color Measuring Tape Yukai Brand (Damage Product)",,,2020-01-01,product,https://fixit.com.bd/product/10-meter-black-color-measuring-tape-yukai-brand-damage-product/,0,38-192,70,73,70,outofstock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/38-192A.jpg,"10 Meter Black Color Measuring Tape Yukai Brand (Damage Product)",,38-192A,38-192A,https://fixit.com.bd/wp-content/uploads/2020/01/38-192A.jpg,,,simple,outofstock,"Tools and Hardware>Hand Tools>Measure and Layout Tools",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,10-meter-black-color-measuring-tape-yukai-brand-damage-product,,default,0,0,closed,closed,2020-06-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10776,"Antique Brass Color Butterfly Hinge HMBR Brand 3 Inch x 2.25 Inch",,,2020-01-01,product,https://fixit.com.bd/product/antique-brass-color-butterfly-hinge-hmbr-brand-3-inch-x-2-25-inch/,0,25-054,95,95,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/25-054A.jpg,"Antique Brass Color Butterfly Hinge HMBR Brand 3 Inch x 2.25 Inch",,25-054A,25-054A,https://fixit.com.bd/wp-content/uploads/2020/01/25-054A.jpg,,,simple,,"Tools and Hardware>Cabinet and Furniture Hardware>Hinges",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,antique-brass-color-butterfly-hinge-hmbr-brand-3-inch-x-2-25-inch,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10777,"25mm Antique Brass Color Pipe Socket Victorian Cut Design",,,2020-01-01,product,https://fixit.com.bd/product/25mm-antique-brass-color-pipe-socket-victorian-cut-design/,0,05-1267,75,78,75,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/05-1267-web.jpg,"25mm Antique Brass Color Pipe Socket Victorian Cut Design",,05-1267-web,05-1267-web,https://fixit.com.bd/wp-content/uploads/2020/01/05-1267-web.jpg,,,simple,,"Plumbing>Pipes and Fittings>Steel Pipe and Fittings",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,25mm-antique-brass-color-pipe-socket-victorian-cut-design,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10778,"14mm Stainless Steel Bi-Hex ring & open Jaw dual Wrench Feibao Brand",,,2020-01-01,product,https://fixit.com.bd/product/14mm-stainless-steel-bi-hex-ring-open-jaw-dual-wrench-feibao-brand/,0,04-603,76,80,76,instock,,,5,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/04-603A.jpg,"14mm Stainless Steel Bi-Hex ring & open Jaw dual Wrench Feibao Brand",,04-603A,04-603A,https://fixit.com.bd/wp-content/uploads/2020/01/04-603A.jpg,,,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,14mm-stainless-steel-bi-hex-ring-open-jaw-dual-wrench-feibao-brand,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10779,"14 Inch Sliding Drawer Channel","<strong>Features:</strong>

Sliding Drawer Channel

Made from high grade cold rolled steel that is electron zinc plated.

Steel ball-bearing action slides that are ensure smooth and quiet performance.

&nbsp;

<strong>Size: 14 Inch</strong>

&nbsp;
<h3><strong data-spm-anchor-id=""a2700.details.pronpeci14.i4.303115a36j4dj2"">Safety Hidden Closet Telescopic Drawer Slide</strong></h3>
<p align=""left"" data-spm-anchor-id=""a2700.details.pronpeci14.i0.303115a36j4dj2"">1.Full extension ball bearing drawer slide
2.three-fold slide.
3.Professional manufacturer.
4.Smooth movement</p>
&nbsp;
<p data-spm-anchor-id=""a2700.details.pronpeci14.i1.303115a36j4dj2""></p>
&nbsp;",,2020-01-01,product,https://fixit.com.bd/product/14-inch-sliding-drawer-channel/,0,05-1543,76,80,76,outofstock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/05-1543A.jpg,"14 Inch Sliding Drawer Channel",,05-1543A,05-1543A,https://fixit.com.bd/wp-content/uploads/2020/01/05-1543A.jpg,,China,simple,outofstock,"Tools and Hardware>Cabinet and Furniture Hardware>Drawer Channel",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,14-inch-sliding-drawer-channel,,default,0,0,closed,closed,2020-07-05,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,4.2.2,,0,0,0
10780,"Small Size Bamboo Skewer Stick for great Shashliks & Kebabs Jiayi Brand","<strong>EXTRA LONG FOR SAFE ROASTING :</strong>

Sticks allows for a safe distance from the fire while roasting your food perfectly.

&nbsp;

<strong>ECO-FRIENDLY :</strong>

Made from 100% bamboo,

Bamboo Stick are fully biodegradable and environmentally responsible.

&nbsp;

&nbsp;

<strong>MULTIPURPOSE ROASTING STICKS :</strong>

Wooden skewers are also perfect for marshmallows, sausages,

Shush kebabs, hot dogs, appetizers, grilling meats.",,2020-01-01,product,https://fixit.com.bd/product/small-size-bamboo-skewer-stick-for-great-shashliks-kebabs-jiayi-brand/,0,26-3190,76,80,76,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-3190A.jpg,"Small Size Bamboo Skewer Stick for great Shashliks & Kebabs Jiayi Brand",,26-3190A,26-3190A,https://fixit.com.bd/wp-content/uploads/2020/01/26-3190A.jpg,,Jiayi,simple,,"Kitchen>Small Appliances>Barbecue Accessories",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,small-size-bamboo-skewer-stick-for-great-shashliks-kebabs-jiayi-brand,,default,0,0,closed,closed,2020-01-16,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10781,"2.5 Inch Stainless Steel Key Holder with Key Ring Rimei Brand A201","<ul class="""">
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.3478203eMqUbnn"">Stylish Key ring</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.3478203eMqUbnn"">Double ring</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i3.3478203eMqUbnn"">Easy to use</li>
</ul>
&nbsp;

Royal Locking Double Rings Metal Key chain Key ring | Key Chain for Car Bike Keys etc",,2020-01-01,product,https://fixit.com.bd/product/2-5-inch-stainless-steel-key-holder-with-key-ring-rimei-brand-a201/,0,26-3233,76,80,76,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-3233A.jpg,"2.5 Inch Stainless Steel Key Holder with Key Ring Rimei Brand A201",,26-3233A,26-3233A,https://fixit.com.bd/wp-content/uploads/2020/01/26-3233A.jpg,,Rimei,simple,,"Tools and Hardware>Keys and Accessories",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,2-5-inch-stainless-steel-key-holder-with-key-ring-rimei-brand-a201,,default,0,0,closed,closed,2020-01-19,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10782,"3 Inch Stainless Steel Fancy Nail Cutter with Pink Flower Design",,,2020-01-01,product,https://fixit.com.bd/product/3-inch-stainless-steel-fancy-nail-cutter-with-pink-flower-design/,0,26-3238,76,80,76,instock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/26-3238A.jpg,"3 Inch Stainless Steel Fancy Nail Cutter with Pink Flower Design",,26-3238A,26-3238A,https://fixit.com.bd/wp-content/uploads/2020/01/26-3238A.jpg,,,simple,,"Cleaning>Personal Care>Nail Care",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,3-inch-stainless-steel-fancy-nail-cutter-with-pink-flower-design,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10783,"8 Inch Thin Tip Paint Brush for Caligraphy","<strong>Features:</strong>
High quality wood material handle and nylon hair.
Comfortable hand feeling.
Suitable for Watercolor,Acrylic,Oil painting.
Convenient to carry. Use for Going out to paint from life,

Painting examinations, painting exercises and so on.

&nbsp;

<strong>Size:8 Inch</strong>

&nbsp;

Synthetic Nylon brushes are secured with high quality aluminum crimped ferrules.",,2020-01-01,product,https://fixit.com.bd/product/8-inch-thin-tip-paint-brush-for-caligraphy/,0,36-398,76,80,76,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/36-398-web.jpg,"8 Inch Thin Tip Paint Brush for Caligraphy",,36-398-web,36-398-web,https://fixit.com.bd/wp-content/uploads/2020/01/36-398-web.jpg,,China,simple,,"Paint>Paint Supplies>Paint Brushes",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,8-inch-thin-tip-paint-brush-for-caligraphy,,default,0,0,closed,closed,2020-01-15,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10784,"Pet Brush/Comb with Wooden Handle",,,2020-01-01,product,https://fixit.com.bd/product/pet-brush-comb-with-wooden-handle/,0,40-061,333,333,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/40-061-web.jpg,"Pet Brush/Comb with Wooden Handle",,40-061-web,40-061-web,https://fixit.com.bd/wp-content/uploads/2020/01/40-061-web.jpg,,,simple,,"Outdoor Living>Pet Supplies and Wildlife>Brushes and Combs",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,pet-brush-comb-with-wooden-handle,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10785,"3 Digit Blue Color Resettable Mini Combiniation Padlock Lock",,,2020-01-01,product,https://fixit.com.bd/product/3-digit-blue-color-resettable-mini-combiniation-padlock-lock/,0,06-279,76,80,76,outofstock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/06-279A.jpg,"3 Digit Blue Color Resettable Mini Combiniation Padlock Lock",,06-279A,06-279A,https://fixit.com.bd/wp-content/uploads/2020/01/06-279A.jpg,,,simple,outofstock,"Tools and Hardware>Safety and Security>Pad Locks",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,3-digit-blue-color-resettable-mini-combiniation-padlock-lock,,default,0,0,closed,closed,2020-01-23,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10786,"Red Color Pet Dog Belt With Pet Dog Handle",,,2020-01-01,product,https://fixit.com.bd/product/red-color-pet-dog-belt-with-pet-dog-handle/,0,40-025,77,81,77,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/40-025B.jpg,"Red Color Pet Dog Belt With Pet Dog Handle",,40-025B,40-025B,https://fixit.com.bd/wp-content/uploads/2020/01/40-025B.jpg,,,simple,,"Outdoor Living>Pet Supplies and Wildlife>Belts",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,red-color-pet-dog-belt-with-pet-dog-handle,,default,0,0,closed,open,2020-01-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
